"","year","H.B2.5.","H.B25.","H.B50.","H.B75.","H.B97.5.","mu.HB2.5.","mu.HB25.","mu.HB50.","mu.HB75.","mu.HB97.5.","S2.5.","S25.","S50.","S75.","S97.5.","N2.5.","N25.","N50.","N75.","N97.5.","log.resid2.5.","log.resid25.","log.resid50.","log.resid75.","log.resid97.5.","R2.5.","R25.","R50.","R75.","R97.5."
"11",1987,6298.99216289938,8069.03474783254,9175.96269578468,10499.616587996,13081.5093742783,0.353668921842276,0.427392073573066,0.471671646692136,0.51332081260625,0.589968656077753,7339.53122856986,9209.9811441147,10316.8810927433,11559.6909580704,14547.4635777724,15248.5975675465,17989.4516671734,19636.9620434031,21414.9915236344,25316.4475491393,-0.191097028901714,0.114504430074675,0.305556810985188,0.493550608150755,0.892790066171007,12221.3983968057,15717.8972929242,18191.4403197113,21148.7805763714,28317.5209530538
"12",1988,1986.17885182298,2501.83782670819,2861.89563824652,3272.67912849771,4162.77131275881,0.16725556822727,0.248438883445317,0.306004905672122,0.370488492732996,0.517034265500868,3011.09665506089,5053.25904308831,6554.11024871567,8277.5885059237,12589.7071026294,5794.339937075,7996.32763596795,9488.95405788966,11233.2008760225,15509.8531629397,0.0864842768065414,0.485143124774112,0.695129433590155,0.892298272163731,1.28496926794588,14579.6586029363,20595.2758605199,24432.225128003,28514.6124030506,37851.656880008
"13",1989,4985.36274267387,6277.79479461867,7118.68458271027,8029.08039503549,10101.6352212894,0.258040945809752,0.307059587152256,0.33607437754187,0.363512148958018,0.418448942001754,12984.7048007448,13718.4087825144,14092.1882164433,14502.8167800455,15271.6960792446,18857.6698376321,20297.7242785608,21212.1763401814,22221.6280160296,24386.8626221407,-0.472381503891794,0.0410701105172313,0.311494768356845,0.55974858495912,1.06540774131977,8141.15281960985,13383.7234424728,17505.2538337926,22727.6062695136,35324.2178604015
"14",1990,2877.1911821808,3709.72927259459,4234.34408533317,4815.30647718351,6097.6653214639,0.139144227493439,0.1823306675756,0.210031565244196,0.23869326867592,0.302890840858652,11496.5172390325,14231.6740317989,15887.657296745,17897.2918799335,22011.3994639003,15453.691793974,18469.5741684645,20282.3205090084,22245.0439169259,26870.8632713213,-0.71013805555807,-0.264062835913049,-0.0419093750474868,0.209884078486179,0.812541710687853,8095.11363023453,10051.8319760918,11553.8491152661,13356.697973106,18138.5974384873
"15",1991,2175.78130619642,5545.17508406988,8152.92237461084,11500.8474824838,20445.185553696,0.173066500760163,0.38501683968186,0.503155256886462,0.623445651945772,0.791468565402608,3507.39419032638,6181.7510838721,7966.85943112456,10215.7522208102,15903.7105612275,9101.07519211327,13698.1373369642,16788.7015453601,20383.6298358644,29499.9598368682,0.176807763211232,0.450583297330238,0.577853096307397,0.714865393853153,1.03262602256311,19778.5099445318,21840.4672417163,23034.2669268725,24321.1249368595,26987.9549594977
"16",1992,6831.02155400329,8523.43063752515,9674.67364622202,10961.1944373871,13898.9315562256,0.361723840224215,0.440807332044778,0.486862293035275,0.533012079846484,0.617977643330352,6888.52105528514,8896.45105641018,10254.7488077727,11698.0659908151,15168.1322231278,15361.354227173,18344.272131883,20069.3957328623,22061.0467428096,26389.7964819373,-0.984856046622716,-0.712181541548877,-0.575055645086248,-0.430912412042064,-0.0573848023330811,5780.19621888185,6813.71631993957,7413.95080126204,8095.12268702778,9513.23205304498
"17",1993,10989.6968794689,13964.9300560613,15748.2403586197,17712.4986797675,22307.5905103489,0.433696819713083,0.571215107752222,0.651179306788254,0.728402113642859,0.844485488262755,3071.87805689943,5964.59062746811,8507.75883852425,11624.0125685024,19735.0797637522,16727.1917533705,21468.5540850668,24701.330182421,28105.0937856534,37500.8639603126,-0.549597438620581,-0.243818874938623,-0.0940633316832429,0.0672980703262023,0.500325024888331,8854.40544819157,10388.6797876986,11233.0670179676,12184.540534304,14176.326818352
"18",1994,1147.76341828382,1481.01020625784,1696.08467058334,1938.21477193734,2480.70933836957,0.0604173548360892,0.101053305579112,0.133550216253936,0.17832001270973,0.299394934994164,4358.17744360343,8076.97472587427,10956.7442561076,14530.4921672406,23271.8225822179,6100.42629376242,9818.40911185461,12740.931068865,16205.6479200107,24783.2451193556,-0.36655054407465,-0.0520526595327788,0.0917459923666062,0.239117919028625,0.615111365703153,11305.9534820383,13304.165056547,14486.8358562341,15768.8795453704,18654.6026659367
"19",1995,5465.28544201473,6935.5830672193,7856.74822035608,8862.49548845218,11126.1352628307,0.390518458492615,0.456034816495604,0.489026729557292,0.52110932089091,0.580342051128919,7247.43482586544,7865.93287335804,8204.53321838377,8556.98442754222,9267.97945429446,13446.93107118,15127.6371995327,16060.0032336052,17163.7634461749,19520.4382732829,-0.291125178687755,-0.0411200818359179,0.0756133851395298,0.194435767901818,0.477996516894774,11244.2838434777,13166.9319045028,14249.1840363734,15475.9636210356,17986.6414004541
"20",1996,4770.81016463774,6009.09237572987,6795.96420804243,7715.70984495126,9801.02140379212,0.279392427747769,0.334425709064143,0.364434533930651,0.394305255951852,0.456709368691652,10320.0946489744,11336.7395112688,11926.3478344402,12549.1100699127,13832.8682994561,16140.5508714486,17765.5875118771,18828.8762110998,19873.6966368046,22236.5195200549,0.0437654703689948,0.284469247580559,0.428237017593207,0.588297698019491,0.957954364188337,17131.9184081676,19527.7462834582,20933.8382876408,22495.5672207622,25662.7409393219
"21",1997,2261.0000793754,2870.13408179754,3260.25071536034,3711.75880660328,4659.1500805815,0.26386281205509,0.322138102853865,0.35540358686215,0.391249915787097,0.459429901710138,4628.05708994538,5424.34685320367,5886.3637854438,6412.17981206183,7517.30617228832,7518.25214384216,8591.03647229418,9211.13789869645,9871.35521250784,11220.4034195108,-0.27370480469608,0.00968006538473265,0.136697335114493,0.263642159055519,0.540081041682937,10814.8508808172,12436.2772190897,13513.5277337999,14649.8683914601,17235.3982450518
"22",1998,1037.26613947817,1336.08383451199,1527.87572884286,1755.75307773504,2226.07739336457,0.0712722283276592,0.0976852583326292,0.113878786602,0.133291536509057,0.175106290436121,8646.24582024937,10688.4042523192,11879.9594265346,13252.3455261018,16426.3224955589,10169.6034971713,12234.585150975,13418.5535324125,14818.3474800449,17975.40191343,0.141021311419879,0.41904756821932,0.554005256991222,0.71332429267729,1.09066030439233,19695.471186748,22228.1456994717,23809.7073630478,25479.4462969281,29068.7979436715
"23",1999,1161.22435548673,1476.38072235007,1693.59024346691,1939.92977217412,2509.37214048741,0.086991580206972,0.116097023570711,0.135342909430136,0.155520658255903,0.205958912570294,7833.47167266494,9760.67935297902,10900.7683835967,12107.0036981831,14964.5005273422,9558.92546751496,11483.5108453567,12642.5851038597,13856.8795901634,16688.6117658385,-0.147701245117541,0.117984889692322,0.253076874507458,0.402228414291243,0.772475214400472,14143.9520020557,16292.6499068388,17469.5056076076,18862.3525212318,21881.3610006699
"24",2000,6497.94726752503,8228.03612265501,9266.00035947856,10478.1063519342,13164.4473038804,0.419355070870104,0.493533331813742,0.535278082086653,0.574669957538608,0.647773874430644,5921.19064862914,7240.1512594351,8074.26259411465,8963.25375081,10815.2794155543,13764.1342308528,16078.2679358823,17438.2242939503,18994.7131437974,22022.4918643671,-0.136317268638292,0.107232155981859,0.220595042218372,0.336420704836474,0.635452798675343,13276.6768109201,15246.585947183,16317.1324482904,17476.0805951273,19883.3823408618
"25",2001,8141.56025933649,10245.2647938187,11659.0219108233,13108.9161982815,16627.6115032019,0.459011832368662,0.521903047798333,0.556012875845358,0.588688044940519,0.646710631055368,7857.36244341253,8767.15943353831,9290.3601117078,9837.5194776003,10981.3713737844,17129.6106845596,19492.6859374033,20939.0195498489,22534.2525397583,26434.005028882,-0.48433484835846,-0.240067690926312,-0.128752996071737,-0.00978504353543563,0.291931912943348,9540.19199944289,11026.9844832825,11855.4039632523,12760.4018715653,14628.5674272595
"26",2002,5034.12624580838,6408.38009693604,7293.23784438097,8253.19601992229,10500.0908152769,0.492468852299981,0.555432273266566,0.587178017646089,0.618821746247738,0.674963471819753,4651.98508144333,4949.09341743393,5112.04532324965,5287.33093654827,5635.41995595487,10117.9744017983,11522.6300430844,12411.6070764885,13376.6443570944,15673.8282431658,-0.582419492227344,-0.276981061248388,-0.147711718973003,-0.0207011012183278,0.228469441951477,7693.27081574006,8798.01165362718,9470.64174976227,10142.5662847208,11653.4718197006
"27",2003,9380.69373048081,11932.9459494191,13396.484786868,15097.9033727642,18844.243620754,0.570526999343584,0.62762831591857,0.65680496466648,0.684340455277004,0.729224518414264,6387.50240980947,6794.1188984294,7018.39493470314,7259.5775824956,7720.82743644081,16376.7748192389,18948.4745885713,20413.416027487,22146.1139466653,25970.2244657071,-1.00590079472747,-0.690876276725448,-0.572867831873585,-0.452123074360098,-0.185410996670002,5549.14489035256,6506.63471849273,7088.9837272426,7715.22538403887,9106.57950383451
"28",2004,7681.96409381234,9687.58232106169,10913.8077695055,12227.2305520914,15301.4897427948,0.493800595800016,0.552589019519508,0.582401872743325,0.612630136078764,0.664895916838248,7079.29637951734,7543.93650532766,7806.47883994772,8084.14703405109,8619.90341022567,15387.8549783893,17485.3074142583,18739.8866879913,20105.4281797665,23235.3014876464,-0.834799493049477,-0.559660078159614,-0.453991439931344,-0.337857500737151,-0.0998825830742177,6653.20116621387,7644.55590677204,8241.37322368738,8898.14918303182,10476.5271194347
"29",2005,5767.35433327591,7307.07928292265,8262.79030820024,9273.29474844958,11540.6510027226,0.431156129909513,0.490585087609218,0.521454548043951,0.552683382147962,0.611379446479504,6833.37665689651,7303.84312327776,7552.65083863858,7804.77071063288,8326.87200495592,13179.694663306,14821.5340273191,15830.5992820974,16900.6473201287,19137.0176545828,-0.371044081435512,-0.123208182429494,-0.0159510317384495,0.0876410602421842,0.335408365427743,10509.4745682899,11862.6424377104,12688.0413871999,13559.0034387482,15393.3396285969
"30",2006,5288.38801555397,6624.39847933465,7505.1292440924,8460.15958065487,10661.082417853,0.552452616822961,0.613295994900261,0.6418769676695,0.670663350397745,0.722516059509586,3789.06160590524,4027.49020034376,4166.37813438633,4309.64150856269,4584.09798917926,9430.22175497044,10774.5751414783,11664.2150442075,12659.0804132966,14804.5367604813,-0.717617078432158,-0.382485441617506,-0.229652868610136,-0.101070438326802,0.151685619049221,6339.78914122967,7207.22434805808,7711.72214573898,8233.88374049984,9341.04018182607
"31",2007,2384.95363829857,3069.85370595448,3501.88470128488,3986.89027921644,5148.79195610769,0.428509361560294,0.494658548273355,0.528093943806098,0.563133987328669,0.624241206394537,2832.48367845658,3016.60519963632,3126.97250755035,3232.18186563294,3441.60571759574,5457.42609364509,6206.22984800008,6633.67340753674,7133.26373127542,8256.58250137265,-0.43994599819189,-0.0743473808658215,0.0863715520474875,0.231677671117687,0.498237075462673,7308.08079588424,8274.4206246272,8778.99837481778,9324.51926899057,10475.2220744463
"32",2008,3814.27908852028,4892.97350555638,5565.43607962784,6284.00384327395,8005.93957794312,0.677614262815297,0.731684276158959,0.756675215029276,0.778809305904167,0.818858917855617,1624.61395795249,1731.86561410924,1787.93357048665,1849.64514799675,1975.60019939484,5623.3829028123,6677.68621058101,7363.36654249409,8079.37842700895,9789.69060148159,0.031960209587945,0.458521621885698,0.654087397779448,0.816349787194783,1.14152622534098,8293.11254328812,9393.72100455964,9965.65349895293,10612.2555758585,12010.6863805863
"33",2009,3736.51335311569,4739.1705770641,5365.73207475728,6076.23381686999,7837.54971410631,0.499982287322201,0.560343266590975,0.591966941867442,0.622926291018849,0.680994807294533,3363.4308400886,3573.95489173818,3697.47977351296,3823.61721094651,4072.84654340034,7409.6699457829,8410.0308500913,9071.72078906577,9795.77048531499,11551.5877736377,-0.642468654752732,-0.288674600537521,-0.144233959971102,-0.00712103532031838,0.272712915102287,6423.73632889852,7334.01344594472,7838.80539277137,8365.87912352929,9413.59614052617
"34",2010,4908.03122280302,6193.01741930307,6975.0525858352,7892.71999140672,9937.92450833014,0.461371809445346,0.522582355839449,0.552605264884379,0.584685600722227,0.641460864740526,5116.70304429599,5440.23010822378,5628.67170589357,5806.37493781161,6229.13508442139,10408.6493269865,11797.0394325664,12641.2766672165,13525.1619458438,15551.6483305334,-0.697936625085707,-0.404626242862779,-0.289366732609692,-0.17818749113108,0.0546971454506053,7300.23781610019,8129.66039023824,8597.78554306796,9052.72270501517,10053.8938583844
"35",2011,1943.18841890763,2491.20617226828,2805.67834368833,3203.47392384276,4070.1281123598,0.28563688101067,0.340882180969318,0.371369204661483,0.403291822970209,0.462999100654414,4330.54330254574,4611.94215575084,4766.86135372951,4934.54377714259,5265.2976238663,6594.21390943889,7232.17969504873,7595.75242918834,8013.45571708086,8965.98863257958,-0.888483450689381,-0.573338249575095,-0.440627780919612,-0.307793710875462,-0.0460141593830759,5522.03712642658,6356.12023803391,6824.14035516517,7289.43555730625,8226.79169661855
"36",2012,2580.89756662381,3263.10599956089,3708.12920867711,4171.06643239706,5316.40352495879,0.311332938511553,0.364082505480531,0.395206064142219,0.42503740335986,0.484809330529809,5164.5750354648,5484.74364101178,5674.39126354316,5862.51475146246,6253.64639436278,8155.42314781622,8921.89741570639,9383.82875641267,9901.39905048314,11129.5442969714,-0.486525972613675,-0.195571428339307,-0.0748596207244052,0.035627440789499,0.272603270878372,9054.516150181,10076.3831835141,10667.8661015977,11244.4875046148,12514.5059681141
"37",2013,2846.03137764915,3614.15807824435,4068.60112732866,4619.25063405905,5832.83938086816,0.307226632889902,0.36120969379581,0.391655044444735,0.422957168711356,0.481611767694328,5740.99984681671,6129.37583958715,6336.52891292282,6551.37673472999,6987.15993475272,9047.56844992565,9901.59975578716,10409.8890301662,11027.3999452208,12273.6336770553,-1.74205311929063,-1.4561018874436,-1.33078011825766,-1.20013097797372,-0.931542807753658,2450.47890865706,2924.06206131555,3202.56895457499,3506.01811718291,4125.32076140146
"38",2014,2524.33060153515,3158.89154245526,3571.64373207098,4075.16248493692,5141.3816511536,0.328705195904815,0.382023130968616,0.413692992316443,0.446256696380371,0.508159484757253,4589.20253508497,4908.00486242625,5073.14428013649,5244.93346311169,5570.28892791558,7490.46134323374,8219.61631993788,8666.73019958221,9165.53690226512,10243.1736415809,-0.598449014721863,-0.30765864103987,-0.18208899348276,-0.0569340355054297,0.193678857243964,7730.03630364693,8592.97329312547,9084.622269604,9630.92343547969,10951.6594392347
"39",2015,1091.03287471941,1374.21472379762,1573.47506119911,1806.52468194229,2324.07912827744,0.179267835939196,0.218504593533272,0.242686125654477,0.268479293331944,0.323636520083593,4444.62814600785,4752.80180192855,4917.7230867094,5079.38998333599,5408.11486271144,5820.40241308627,6250.18567311014,6500.76005341383,6794.64279388671,7376.11453078008,-0.506419554552257,-0.141194514792541,0.059295771980806,0.251718998618258,0.677084804031982,7049.29590150106,9508.89201619759,11347.1249031013,13511.5882381499,19621.8052703892
"40",2016,3391.17084300695,4267.15721776417,4819.38874416208,5427.70270526738,6890.7663131017,0.375773874879978,0.435201517500215,0.466258624161195,0.496655085486676,0.559135148092953,5001.68005996438,5334.09850200668,5519.03023958432,5712.00264298399,6079.88283866041,8829.69040730347,9757.38140107692,10367.251908017,10985.4669415668,12501.4546199187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2017,1556.44754523906,1998.54688059245,2257.80352574106,2597.27263786786,3242.83826833159,0.308073122974443,0.365248041895207,0.396178194865487,0.429095497131196,0.486826730566469,3132.21607194815,3348.05940809257,3458.73552530031,3578.36326878676,3809.67593744831,4957.84610425884,5452.63417803944,5745.78640683002,6075.5377548796,6750.59208348826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2018,2063.44907660598,2607.94713786533,2953.11508941222,3344.04206907929,4280.72781315045,0.32427322573112,0.378027062736911,0.409177160785698,0.441423923325605,0.502873070219169,3848.85340310599,4103.46283761024,4246.26365537603,4401.9439452627,4686.27423300736,6205.08622989982,6825.57712527948,7217.09391799563,7619.1784214918,8587.55635097868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2019,1117.91928587741,1468.23786540976,1649.95438565985,1887.05403073658,2408.68183521991,0.145770011604911,0.18428651906053,0.204863053793081,0.226076383158962,0.272600445448421,5850.97769069881,6245.40739254843,6460.54588284134,6687.61291367658,7139.04685293752,7340.93196258142,7843.58463899258,8136.15407312912,8443.9907992296,9114.63787296157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
